"","ECLAC/CELADE Redatam+SP 6/16/2023","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94"
"3314",NA,"No - no difficulty","1070","1165","1138","1218","1273","1163","1234","1210","1276","1288","1433","1290","1509","1541","1325","1174","1199","1143","1219","973","1293","902","1029","959","865","1122","806","887","984","790","1427","822","976","874","802","1229","836","772","981","648","1274","579","900","804","635","1129","632","596","699","421","925","465","568","607","493","666","499","374","429","270","666","235","314","282","236","394","209","216","142","111","218","81","94","110","99","140","88","64","82","43","90","42","42","35","24","32","23","14","12","10","46","61004"
"3315",NA,"Yes - some difficulty","2","2","-","1","1","1","1","1","1","2","4","1","4","5","1","3","1","4","1","5","3","3","3","4","4","3","3","1","2","6","12","-","2","6","10","5","6","3","4","2","7","2","3","7","1","9","5","3","8","5","17","3","10","9","7","12","10","7","5","6","8","7","5","9","8","9","4","9","8","1","21","8","16","10","6","16","6","5","9","5","17","8","8","4","12","8","3","4","2","5","6","506"
"3316",NA,"Yes - a lot of difficulty","-","-","-","1","-","1","-","-","1","-","-","-","2","1","-","1","-","1","2","-","3","1","-","-","3","4","-","1","6","-","2","-","-","2","1","2","1","1","1","-","1","-","-","-","1","3","1","1","4","1","1","-","3","-","-","1","-","-","2","-","4","-","2","-","-","1","-","-","-","-","3","-","-","1","-","-","1","1","3","1","-","1","2","-","1","1","-","1","-","-","1","81"
"3317",NA,"Yes - cannot hear at all","-","-","-","1","-","-","-","2","1","-","-","1","-","-","1","-","2","-","-","-","3","-","1","-","-","3","-","1","-","-","3","-","1","-","3","1","-","-","-","-","1","-","2","2","1","-","-","1","2","-","2","-","2","1","-","3","2","-","-","1","2","1","-","-","-","-","-","1","-","-","-","-","-","-","-","1","1","2","-","-","-","-","-","-","-","1","-","-","-","-","-","53"
"3318",NA,"Total","1072","1167","1138","1221","1274","1165","1235","1213","1279","1290","1437","1292","1515","1547","1327","1178","1202","1148","1222","978","1302","906","1033","963","872","1132","809","890","992","796","1444","822","979","882","816","1237","843","776","986","650","1283","581","905","813","638","1141","638","601","713","427","945","468","583","617","500","682","511","381","436","277","680","243","321","291","244","404","213","226","150","112","242","89","110","121","105","157","96","72","94","49","107","51","52","39","37","42","26","19","14","15","53","61644"
"3319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3320",NA,"AREA # 130602","Naungkhio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3322",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3323",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3324",NA,"No - no difficulty","1453","1332","1329","1416","1484","1287","1414","1530","1478","1480","1577","1439","1598","1671","1423","1372","1365","1389","1545","1378","1686","1305","1385","1395","1346","1611","1282","1332","1497","1174","1757","1120","1348","1328","1050","1517","1092","1099","1211","962","1280","882","1111","970","819","1164","804","749","812","621","932","621","685","730","610","685","508","451","466","370","562","283","322","323","322","347","220","233","154","95","183","81","149","105","115","158","75","77","70","56","74","36","37","38","33","42","18","16","13","9","40","75013"
"3325",NA,"Yes - some difficulty","1","2","1","-","1","2","2","2","2","2","6","1","2","2","-","-","4","1","6","2","2","1","4","2","2","8","7","4","6","2","5","3","7","7","4","5","4","5","2","3","7","4","1","5","5","7","13","12","11","4","20","4","8","10","9","5","7","11","9","4","16","5","8","5","8","16","10","14","9","4","14","11","11","9","10","19","14","5","15","10","14","9","7","10","4","9","7","3","3","-","13","570"
"3326",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","1","1","3","-","2","-","1","1","1","-","1","-","1","-","1","-","-","-","1","3","2","-","4","-","1","2","2","2","1","1","2","2","4","-","2","1","1","2","2","2","2","1","3","1","2","3","-","1","1","2","1","-","2","-","2","-","-","1","1","1","1","2","2","-","1","1","1","2","1","-","5","1","3","-","1","2","-","1","2","-","2","2","4","108"
"3327",NA,"Yes - cannot hear at all","-","-","1","-","-","-","1","1","-","-","-","-","1","-","2","-","-","1","-","-","2","1","2","1","-","1","2","2","1","1","2","2","3","1","-","-","-","3","2","-","1","-","2","-","2","2","-","-","1","1","-","1","1","-","-","-","1","1","1","-","1","1","1","-","-","1","-","4","-","-","-","-","-","1","1","-","2","1","-","-","1","-","4","1","1","2","-","-","-","-","1","70"
"3328",NA,"Total","1454","1334","1331","1416","1485","1289","1417","1533","1481","1483","1586","1440","1603","1673","1426","1373","1370","1391","1552","1380","1691","1307","1392","1398","1348","1620","1292","1341","1506","1177","1768","1125","1359","1338","1056","1524","1097","1108","1217","967","1292","886","1116","976","827","1175","819","763","826","627","955","627","696","743","619","691","517","465","477","374","581","289","333","328","330","365","231","252","164","101","199","92","161","116","127","179","92","83","90","67","92","45","49","51","38","54","27","19","18","11","58","75761"
"3329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3330",NA,"AREA # 130603","Hsipaw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3332",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3333",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3334",NA,"No - no difficulty","1514","1727","1773","2002","1841","1665","1730","1765","1769","1643","2137","1623","1938","1658","1529","1585","1417","1451","1948","1365","2221","1288","1537","1440","1211","2063","1157","1161","1557","1115","2648","995","1271","1109","906","2079","1001","1002","1205","789","2067","702","1029","904","711","1898","880","736","888","582","1749","569","773","757","618","1127","735","556","588","379","1075","285","352","343","256","516","190","248","206","84","344","66","105","104","75","170","78","57","80","25","117","22","30","26","27","29","20","16","17","9","46","85101"
"3335",NA,"Yes - some difficulty","-","1","-","-","1","-","3","-","1","1","-","2","1","1","2","4","4","3","5","3","13","2","6","6","-","12","3","2","7","6","15","4","5","3","5","9","2","5","10","5","9","2","5","4","5","18","4","3","12","8","16","3","5","6","10","17","3","4","5","5","22","8","8","6","15","20","8","11","10","4","19","8","9","6","1","15","11","7","8","3","20","5","4","3","3","3","4","3","-","2","17","559"
"3336",NA,"Yes - a lot of difficulty","-","-","1","-","-","-","1","1","-","-","-","-","1","-","-","1","-","1","1","2","1","1","-","2","1","1","-","1","2","1","7","2","2","-","1","4","2","1","-","-","2","-","-","-","-","1","5","1","2","1","3","-","2","1","-","1","3","3","1","1","3","2","2","1","-","2","-","1","-","-","5","1","2","2","2","6","2","-","1","1","2","-","-","1","-","1","-","1","1","-","3","107"
"3337",NA,"Yes - cannot hear at all","-","-","-","-","-","-","1","-","-","-","3","-","-","1","-","1","1","1","3","1","1","3","-","-","1","5","1","-","2","2","6","2","1","1","1","1","2","3","1","-","1","-","-","-","-","1","1","1","2","-","2","-","-","-","-","1","-","1","-","-","1","1","-","-","-","-","-","-","1","-","2","1","-","1","-","-","-","-","1","-","4","2","-","-","-","-","-","-","-","-","-","69"
"3338",NA,"Total","1514","1728","1774","2002","1842","1665","1735","1766","1770","1644","2140","1625","1940","1660","1531","1591","1422","1456","1957","1371","2236","1294","1543","1448","1213","2081","1161","1164","1568","1124","2676","1003","1279","1113","913","2093","1007","1011","1216","794","2079","704","1034","908","716","1918","890","741","904","591","1770","572","780","764","628","1146","741","564","594","385","1101","296","362","350","271","538","198","260","217","88","370","76","116","113","78","191","91","64","90","29","143","29","34","30","30","33","24","20","18","11","66","85836"
"3339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3340",NA,"AREA # 130604","Namtu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3342",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3343",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3344",NA,"No - no difficulty","536","496","529","556","592","569","588","556","556","527","615","509","565","591","441","455","422","472","453","325","463","332","324","325","288","415","301","301","364","319","570","282","313","306","247","441","287","254","332","227","467","204","315","297","206","409","277","216","263","207","442","180","250","240","228","250","232","177","165","133","284","95","120","109","126","154","82","71","55","42","99","37","57","36","45","54","40","19","22","18","25","11","18","12","9","10","4","3","3","2","18","23882"
"3345",NA,"Yes - some difficulty","1","-","1","1","-","1","7","6","2","4","3","3","2","6","2","2","4","2","1","4","5","1","8","7","3","4","1","2","4","4","10","3","2","3","8","9","5","5","3","2","10","5","10","6","4","5","5","2","6","4","14","6","8","12","7","10","5","5","12","5","15","8","8","8","4","16","6","15","11","5","17","6","5","4","5","7","5","3","5","4","5","3","6","5","1","4","5","-","1","-","5","474"
"3346",NA,"Yes - a lot of difficulty","-","-","1","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","-","-","1","1","-","-","2","-","2","-","2","-","2","2","2","1","1","2","-","1","1","1","1","-","-","1","-","-","-","2","2","1","1","-","2","1","-","1","2","-","3","-","-","-","1","1","-","-","-","2","2","-","1","3","2","-","-","1","2","1","1","3","1","-","-","-","-","-","-","1","2","65"
"3347",NA,"Yes - cannot hear at all","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","-","-","-","1","-","-","1","1","2","-","1","-","1","1","-","1","-","1","2","-","1","-","-","1","-","1","-","-","-","-","-","-","1","-","1","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","-","1","1","1","-","1","-","-","-","-","-","27"
"3348",NA,"Total","537","496","531","557","592","570","595","562","558","531","619","512","568","598","443","458","426","474","454","329","469","333","333","334","292","421","304","304","370","324","583","285","318","311","258","453","293","262","335","230","479","210","327","303","210","415","282","218","269","214","458","188","259","252","238","261","237","183","179","138","303","103","128","117","131","171","88","86","66","50","118","43","63","43","52","61","45","23","30","23","31","18","26","18","10","15","9","3","4","3","25","24448"
"3349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3350",NA,"AREA # 130605","Namsan(North)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3352",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3353",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3354",NA,"No - no difficulty","796","726","784","855","839","819","842","868","798","670","781","649","808","755","637","632","561","557","613","498","589","447","460","512","422","581","425","446","506","383","721","363","474","449","374","595","400","382","449","348","587","306","411","387","349","487","313","275","306","212","413","219","266","257","253","278","278","194","229","178","335","150","131","141","118","182","99","111","61","42","99","38","39","42","45","62","27","21","31","22","46","10","14","16","15","12","6","4","8","3","19","31961"
"3355",NA,"Yes - some difficulty","-","1","1","1","-","-","-","4","1","4","6","1","4","4","1","2","1","6","7","4","5","5","2","6","6","5","8","6","13","6","10","9","9","9","7","6","9","5","5","5","9","4","5","4","6","9","6","6","8","8","17","11","7","5","14","16","14","4","12","5","15","12","8","3","10","9","7","11","10","2","6","8","8","12","5","9","13","4","7","5","17","3","3","3","8","2","2","2","5","2","9","574"
"3356",NA,"Yes - a lot of difficulty","1","-","-","-","-","-","-","2","-","-","-","-","-","-","-","2","-","1","4","-","2","-","-","1","3","3","3","1","2","1","1","3","3","1","1","1","1","1","3","-","3","1","-","1","1","2","1","2","3","-","3","2","2","2","-","3","1","2","1","3","1","-","-","-","2","3","1","-","3","2","-","-","1","3","-","3","-","2","6","1","3","1","2","2","-","1","-","-","1","1","2","115"
"3357",NA,"Yes - cannot hear at all","-","-","1","-","-","2","-","1","-","-","1","-","-","-","-","-","1","1","1","2","-","1","2","-","-","1","2","-","2","3","4","1","1","3","-","1","1","1","-","-","-","-","1","-","-","1","-","1","1","-","2","2","-","1","-","-","1","3","-","-","2","-","-","1","-","-","-","-","1","-","-","-","-","-","-","2","-","1","-","1","2","1","1","-","-","-","-","-","-","-","-","58"
"3358",NA,"Total","797","727","786","856","839","821","842","875","799","674","788","650","812","759","638","636","563","565","625","504","596","453","464","519","431","590","438","453","523","393","736","376","487","462","382","603","411","389","457","353","599","311","417","392","356","499","320","284","318","220","435","234","275","265","267","297","294","203","242","186","353","162","139","145","130","194","107","122","75","46","105","46","48","57","50","76","40","28","44","29","68","15","20","21","23","15","8","6","14","6","30","32708"
"3359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3360",NA,"AREA # 130606","Momeik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3362",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3363",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3364",NA,"No - no difficulty","568","603","596","681","624","641","715","707","631","661","629","586","709","720","645","599","588","571","603","532","671","505","496","515","482","554","490","482","551","453","708","439","525","485","457","559","446","435","507","398","548","350","432","449","378","454","307","330","302","269","379","262","315","266","267","310","247","226","205","162","258","149","158","147","113","154","117","101","74","70","69","32","51","55","35","58","27","28","29","12","22","13","18","15","14","11","9","5","5","-","21","31095"
"3365",NA,"Yes - some difficulty","2","-","-","1","1","2","-","2","-","-","1","1","4","4","-","3","-","-","3","3","-","3","-","1","4","-","3","2","4","4","1","1","3","-","-","3","-","2","1","1","1","3","4","1","3","1","1","2","2","6","9","-","5","4","3","9","5","7","6","10","16","11","13","7","7","20","5","10","6","13","11","5","14","8","11","12","8","9","8","9","6","4","2","5","5","4","3","3","3","-","7","387"
"3366",NA,"Yes - a lot of difficulty","3","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","1","-","1","-","1","-","-","-","-","-","-","-","-","3","1","2","2","1","1","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","1","1","1","-","1","1","3","-","1","4","-","-","-","1","3","2","2","2","1","1","1","1","-","-","-","-","-","1","-","1","48"
"3367",NA,"Yes - cannot hear at all","-","-","-","1","-","-","-","-","-","2","-","-","-","1","-","-","1","1","-","-","-","-","1","-","-","1","-","-","-","-","1","-","-","-","-","-","1","-","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","15"
"3368",NA,"Total","573","603","596","683","625","643","715","710","631","663","630","587","713","725","645","602","589","573","606","536","671","509","497","516","486","555","493","484","555","457","713","441","530","487","458","563","447","437","508","399","550","353","436","450","382","456","308","332","304","275","388","262","320","270","271","319","252","233","211","172","274","161","172","155","120","175","123","114","81","85","84","37","65","63","48","73","37","39","39","22","29","18","21","20","19","15","12","8","9","-","29","31545"
"3369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3370",NA,"AREA # 130607","Mabane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
