"","ECLAC/CELADE Redatam+SP 6/23/2023","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94"
"3039",NA,"Yes - a lot of difficulty","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","1","-","-","2","-","1","1","1","1","3","-","-","-","2","-","-","3","-","-","-","-","-","-","1","1","1","-","-","2","-","-","2","-","2","-","1","1","-","3","-","-","1","-","3","-","-","-","-","-","1","-","-","1","4","-","-","2","-","3","-","-","1","1","5","-","1","1","-","1","2","-","1","1","11","70"
"3040",NA,"Yes - cannot hear at all","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","1","-","-","-","3","-","1","-","-","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","-","-","1","-","2","-","-","-","1","2","-","-","1","-","-","-","-","-","-","2","22"
"3041",NA,"Total","326","362","449","484","419","480","491","505","548","467","612","457","594","532","457","506","391","368","566","316","682","290","389","359","335","625","339","358","503","315","757","298","354","326","265","579","272","226","368","227","579","197","327","349","253","598","236","245","301","194","616","197","240","296","257","393","236","177","201","130","383","91","100","95","82","187","66","64","52","30","199","37","40","41","30","99","33","13","20","15","106","12","13","18","10","35","16","4","13","4","58","25185"
"3042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3043",NA,"AREA # 130203","Nanhsam(South)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3045",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3046",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3047",NA,"No - no difficulty","853","822","954","973","1056","954","979","1002","1078","1006","1157","908","1098","1028","952","955","886","779","1063","738","1146","693","778","712","694","996","675","700","832","637","1159","500","684","623","560","955","568","546","661","444","920","425","554","508","483","806","380","410","472","358","729","316","408","348","350","475","339","249","281","185","498","142","181","143","119","222","93","95","91","55","219","33","66","57","45","70","37","35","41","27","97","19","23","12","15","21","15","5","5","10","43","45334"
"3048",NA,"Yes - some difficulty","3","-","2","2","-","-","1","-","-","2","1","1","1","-","1","-","2","-","-","-","2","2","-","-","2","4","2","2","-","1","5","1","2","6","1","3","2","2","2","2","6","-","1","-","3","8","3","6","6","3","11","4","6","5","4","10","4","7","6","5","11","3","5","3","7","9","3","10","4","2","17","6","12","4","6","13","2","7","3","5","18","4","7","5","1","9","1","2","2","2","17","355"
"3049",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","1","-","-","1","-","-","-","2","-","-","-","2","-","1","1","-","2","1","-","-","1","2","-","-","-","-","1","-","-","1","-","1","-","-","-","1","2","1","-","-","1","2","-","-","-","-","-","-","-","-","-","3","-","-","1","-","1","1","-","1","-","2","-","-","-","-","1","1","-","-","-","2","38"
"3050",NA,"Yes - cannot hear at all","-","-","1","-","-","2","-","-","-","-","-","-","3","-","-","-","-","-","1","-","-","1","1","-","-","-","1","-","-","-","2","-","-","-","-","2","1","-","-","-","1","-","-","-","-","-","-","-","-","-","1","-","1","-","-","1","-","-","-","-","1","2","1","1","-","-","-","1","1","-","-","-","-","-","-","1","-","-","-","1","1","-","1","-","-","-","-","-","-","-","3","33"
"3051",NA,"Total","856","822","957","975","1056","956","980","1003","1078","1008","1158","909","1102","1028","953","955","888","779","1064","739","1148","696","780","712","696","1000","680","702","832","638","1168","501","687","630","561","962","572","548","663","447","929","425","555","508","486","815","383","416","479","361","742","320","415","353","355","488","344","256","287","191","512","147","187","147","126","231","96","106","96","57","239","39","78","62","51","85","40","42","45","33","118","23","31","17","16","31","17","7","7","12","65","45760"
"3052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3053",NA,"AREA # 130204","Kunhing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3055",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3056",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3057",NA,"No - no difficulty","161","141","185","217","245","205","220","194","211","184","210","161","230","221","186","220","175","149","278","148","302","126","142","137","116","278","120","161","195","113","343","96","138","95","86","308","92","97","148","77","345","93","114","121","79","346","97","98","141","78","364","50","97","104","92","176","91","79","81","45","240","23","64","63","34","108","22","25","36","7","103","10","23","16","10","73","15","10","13","5","50","7","5","6","3","13","6","3","1","3","22","10821"
"3058",NA,"Yes - some difficulty","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","3","-","-","1","1","2","-","1","2","-","4","-","-","-","-","3","-","-","4","-","1","-","-","-","-","3","1","1","1","-","4","-","1","-","3","1","1","-","1","-","5","1","-","-","1","10","-","1","1","-","5","3","5","2","-","4","-","-","-","-","3","1","-","2","-","1","-","-","-","-","4","89"
"3059",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","2","-","-","-","-","1","-","-","-","-","1","-","-","-","-","2","-","-","-","-","1","-","-","1","-","1","-","-","-","-","-","3","-","-","-","1","-","-","-","-","-","-","-","-","-","2","-","-","-","-","2","-","-","-","-","2","-","-","-","-","1","-","-","-","1","1","24"
"3060",NA,"Yes - cannot hear at all","-","-","-","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","-","1","1","-","-","1","-","1","-","1","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","2","-","1","-","-","-","-","-","-","-","1","-","-","-","1","1","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","17"
"3061",NA,"Total","161","141","185","217","245","205","220","195","211","184","211","161","231","221","186","221","176","149","278","149","306","126","142","139","117","283","120","163","197","113","348","96","138","95","86","312","92","97","153","77","349","93","114","121","79","352","98","100","143","78","369","50","98","104","95","178","95","79","82","46","247","24","64","63","35","118","22","26","37","7","110","14","28","18","10","79","15","10","13","5","56","8","5","8","3","15","6","3","1","4","27","10951"
"3062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3063",NA,"AREA # 130205","Kehsi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3065",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3066",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3067",NA,"No - no difficulty","328","384","482","543","560","550","485","546","606","497","701","436","616","466","456","491","433","364","562","277","648","245","303","283","234","568","267","255","413","253","706","227","249","236","186","594","241","229","302","207","621","168","260","225","193","616","210","192","256","153","656","174","199","226","175","397","220","136","159","97","432","68","91","77","52","157","37","46","34","25","138","22","34","31","20","70","17","7","19","9","57","1","6","8","4","18","5","4","5","5","27","23288"
"3068",NA,"Yes - some difficulty","1","-","1","-","-","1","-","-","-","-","-","1","2","1","-","1","1","2","2","-","2","-","1","1","-","6","-","3","6","2","6","3","2","1","1","1","-","2","1","1","1","-","2","1","-","3","2","2","-","-","6","2","1","4","1","12","1","1","2","1","13","2","7","1","2","11","2","-","4","2","12","4","4","2","6","11","6","2","3","3","16","2","2","2","1","2","-","-","1","1","8","226"
"3069",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","-","1","1","-","-","-","-","1","-","2","-","2","1","1","-","1","2","-","1","-","-","1","1","-","-","-","2","-","-","1","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1","-","1","2","-","1","2","-","-","1","1","-","-","-","1","2","-","-","-","1","1","-","-","3","-","4","-","1","1","2","1","2","2","-","-","2","51"
"3070",NA,"Yes - cannot hear at all","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","2","-","2","-","-","2","-","-","-","-","1","-","-","2","-","3","2","1","-","4","1","-","-","-","-","-","-","-","1","-","1","1","-","-","1","-","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","30"
"3071",NA,"Total","329","384","483","543","560","551","485","546","606","497","702","439","618","467","456","494","435","368","566","277","654","246","305","284","235","577","267","259","421","255","716","233","252","237","191","598","241","231","304","208","622","168","262","227","193","620","213","194","256","154","663","176","200","230","176","411","221","138","163","98","447","72","98","78","55","169","39","46","38","28","152","26","38","33","27","83","23","9","25","12","77","3","9","11","7","21","7","6","6","7","38","23595"
"3072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3073",NA,"AREA # 130206","Mongkai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3075",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3076",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3077",NA,"No - no difficulty","689","779","847","993","828","931","811","817","920","734","1131","647","924","719","545","967","525","497","754","381","1187","350","479","478","339","1099","322","403","645","362","1428","249","402","334","278","1092","301","316","520","247","1391","230","379","333","246","1006","273","297","432","270","1299","218","333","342","276","617","349","217","299","140","909","106","145","157","109","336","87","102","89","38","411","35","52","47","39","126","36","24","45","13","198","10","21","13","14","34","9","10","11","9","75","38527"
"3078",NA,"Yes - some difficulty","-","-","-","1","-","1","3","-","1","-","3","2","2","-","2","-","1","1","6","3","9","-","1","-","2","5","2","4","2","3","14","1","1","-","2","5","1","2","-","1","11","3","1","4","-","11","4","2","2","2","18","2","5","1","4","12","3","8","11","3","35","2","3","6","8","19","7","10","6","4","43","3","4","4","4","25","5","7","8","-","38","3","4","6","3","14","4","1","3","2","30","499"
"3079",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","1","1","-","5","-","2","1","-","3","2","2","1","-","8","-","-","-","-","1","-","-","-","-","3","-","-","1","-","-","-","-","-","-","2","-","-","-","1","1","-","-","-","1","6","1","1","-","1","1","-","1","2","-","10","-","-","1","-","2","1","-","2","-","4","-","1","2","-","2","1","-","1","-","9","87"
"3080",NA,"Yes - cannot hear at all","-","-","-","-","-","-","-","-","1","-","1","1","-","-","-","1","-","-","1","3","3","-","-","-","-","5","-","2","4","-","4","-","1","1","-","2","-","-","-","-","1","2","-","-","-","1","-","1","-","-","3","1","-","-","-","3","-","-","-","-","3","-","1","-","-","2","-","-","-","-","3","-","-","-","-","1","-","-","-","-","4","1","-","-","-","-","-","-","-","-","2","59"
"3081",NA,"Total","689","779","847","994","828","932","814","817","922","734","1136","650","927","719","547","968","526","499","762","387","1204","350","482","479","341","1112","326","411","652","365","1454","250","404","335","280","1100","302","318","520","248","1406","235","380","338","246","1018","277","300","434","272","1322","221","338","343","281","633","352","225","310","144","953","109","150","163","118","358","94","113","97","42","467","38","56","52","43","154","42","31","55","13","244","14","26","21","17","50","14","11","15","11","116","39172"
"3082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3083",NA,"AREA # 130207","Mineshu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3085",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3086",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3087",NA,"No - no difficulty","341","365","372","505","416","465","466","482","547","483","568","451","568","487","408","502","392","413","483","307","636","298","327","281","280","514","238","261","416","215","667","196","283","231","222","527","231","203","312","188","594","187","277","269","218","548","178","194","266","163","629","165","220","167","170","329","175","144","134","99","323","60","74","82","54","147","58","50","36","21","143","17","24","18","18","46","17","10","16","5","45","7","10","8","2","12","5","4","4","3","18","22010"
"3088",NA,"Yes - some difficulty","3","1","2","-","-","1","-","-","-","-","-","-","-","-","-","2","-","2","1","2","2","-","-","2","1","4","2","1","4","1","-","1","1","-","2","-","-","2","-","3","3","1","-","1","-","2","2","2","3","2","12","1","5","1","4","6","1","-","4","4","19","2","3","6","-","13","3","3","3","1","20","5","2","4","3","7","2","2","3","-","17","1","1","1","1","4","2","3","-","-","6","231"
"3089",NA,"Yes - a lot of difficulty","2","2","-","-","-","-","-","-","-","1","-","1","-","-","-","-","-","1","1","-","1","-","2","-","1","3","1","-","1","2","2","-","1","1","1","4","-","-","1","-","-","-","-","-","-","-","1","-","-","-","2","-","-","1","-","-","-","-","-","-","1","-","-","-","-","2","-","-","2","1","4","-","1","-","2","3","-","-","-","-","4","1","-","1","1","1","-","1","-","-","1","59"
"3090",NA,"Yes - cannot hear at all","-","-","-","-","-","-","-","2","-","1","-","-","1","-","-","-","-","-","-","-","2","-","-","1","-","4","1","1","1","-","2","1","2","1","-","1","1","-","1","-","1","-","-","1","-","1","-","1","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","1","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","32"
"3091",NA,"Total","346","368","374","505","416","466","466","484","547","485","568","452","569","487","408","504","392","416","485","309","641","298","329","284","282","525","242","263","422","218","671","198","287","233","225","532","232","205","314","191","598","188","277","271","218","551","181","197","269","165","643","166","225","169","174","336","176","144","138","103","343","62","77","88","54","163","61","54","41","23","168","22","27","22","23","56","19","12","19","5","66","9","11","10","4","17","7","8","4","3","26","22332"
"3092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3093",NA,"AREA # 130251","Panglong(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3095",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
