"","ECLAC/CELADE Redatam+SP 6/23/2023","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94"
"3696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3697",NA,"AREA # 131401","Minephyat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3699",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3700",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3701",NA,"No - no difficulty","347","354","384","406","395","382","391","369","368","326","389","275","330","324","252","255","239","261","313","254","362","233","256","256","247","344","226","254","274","239","382","200","240","231","213","361","225","226","257","188","304","176","229","277","167","220","150","140","160","133","213","121","153","166","126","170","126","105","90","74","141","51","65","77","45","69","52","50","38","25","45","13","18","19","13","23","14","14","22","7","17","6","3","4","3","6","3","1","4","3","5","15984"
"3702",NA,"Yes - some difficulty","7","14","3","-","-","-","1","-","-","-","1","-","-","-","1","-","-","-","-","1","1","-","1","-","1","-","2","-","1","1","-","1","1","-","-","1","-","1","-","1","1","3","-","2","1","5","2","2","-","6","4","2","1","5","1","4","1","4","6","4","6","3","5","4","1","3","4","-","3","2","5","2","3","3","1","3","-","-","2","1","3","2","-","2","-","-","-","1","1","-","7","161"
"3703",NA,"Yes - a lot of difficulty","5","1","-","-","-","-","1","-","-","-","-","-","2","1","1","-","-","-","-","1","-","-","-","-","1","1","-","-","-","1","-","-","1","-","-","1","1","1","1","1","-","-","1","5","-","-","1","1","2","1","-","-","-","-","-","1","-","-","1","-","2","-","-","-","1","-","-","-","1","2","-","-","-","1","-","-","-","-","-","1","3","-","-","-","-","-","-","-","-","-","-","45"
"3704",NA,"Yes - cannot walk at all","5","-","-","-","-","-","-","-","-","1","2","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","-","-","2","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","1","19"
"3705",NA,"Total","364","369","387","406","395","382","393","369","368","327","392","275","332","325","254","255","240","261","313","256","363","233","257","256","249","345","228","254","275","241","382","201","242","231","213","363","226","228","258","190","305","179","230","284","169","225","153","143","162","140","218","123","154","171","127","175","128","109","97","78","149","54","70","81","47","72","57","50","42","29","51","15","21","23","16","27","14","15","24","9","23","8","3","6","3","6","3","2","5","3","13","16209"
"3706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3707",NA,"AREA # 131402","Mineyaung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3709",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3710",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3711",NA,"No - no difficulty","196","204","214","248","218","222","186","220","224","161","207","198","210","252","246","204","194","208","309","176","336","233","292","277","237","362","217","246","264","216","439","186","199","199","168","344","169","183","203","170","304","156","269","177","169","264","176","146","219","158","282","137","209","176","141","221","162","101","121","78","165","76","82","87","78","128","53","64","40","18","66","24","35","27","18","58","20","13","25","7","24","12","9","8","9","11","4","2","8","-","6","14080"
"3712",NA,"Yes - some difficulty","-","2","-","-","-","-","-","-","1","-","2","-","-","-","1","2","1","-","-","-","1","1","-","1","-","2","1","-","2","1","2","2","1","2","2","2","2","-","5","1","5","-","5","2","2","5","1","2","4","1","4","6","3","-","5","9","7","7","8","1","12","5","3","4","6","9","5","4","3","2","11","4","5","3","3","6","6","-","-","3","6","1","3","3","1","4","3","-","3","-","1","233"
"3713",NA,"Yes - a lot of difficulty","1","1","-","-","-","-","-","-","-","1","1","-","1","1","-","-","2","-","-","1","-","-","-","1","-","-","-","-","-","2","2","1","-","-","1","4","-","-","2","-","-","-","-","1","-","4","1","1","-","1","-","-","2","-","-","3","-","2","-","-","2","-","1","-","1","3","-","-","2","-","3","2","2","2","-","3","-","-","-","1","6","3","1","-","-","-","1","-","-","-","-","70"
"3714",NA,"Yes - cannot walk at all","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","1","1","-","-","-","-","-","1","-","1","-","1","1","2","-","-","1","-","-","-","2","-","-","1","-","-","-","-","1","-","-","-","-","2","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","2","-","1","-","1","-","-","-","-","1","-","1","-","-","1","-","-","-","-","-","1","27"
"3715",NA,"Total","197","207","214","248","218","222","186","220","225","162","210","198","211","254","247","207","197","209","310","177","337","234","292","279","238","364","219","246","267","220","445","189","200","202","171","350","171","185","210","171","310","156","274","180","171","274","178","149","223","160","288","143","214","176","146","234","169","110","129","79","180","81","86","91","85","140","58","68","45","20","82","30","43","32","22","67","26","13","25","12","36","17","13","11","11","15","8","2","11","-","8","14410"
"3716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3717",NA,"AREA # 131451","Mineyu(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3719",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3720",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3721",NA,"No - no difficulty","406","432","487","544","537","607","579","571","553","510","603","435","549","535","519","494","483","447","578","401","601","381","470","463","409","663","453","434","558","390","687","340","433","349","279","552","421","410","513","354","571","286","370","306","265","473","313","247","354","244","486","210","246","190","176","225","217","140","195","90","262","106","109","108","70","119","66","63","55","25","80","18","24","16","12","29","14","13","19","5","27","5","8","4","2","7","4","6","-","4","13","26327"
"3722",NA,"Yes - some difficulty","14","13","11","23","7","6","15","16","8","7","6","2","8","3","1","3","3","5","3","5","7","7","9","6","3","6","6","10","7","4","8","10","5","9","6","11","10","7","11","13","12","4","10","6","7","15","9","12","11","9","33","18","17","18","14","16","11","12","24","7","50","17","16","14","15","12","6","22","10","4","20","7","6","4","6","8","7","3","5","2","6","-","-","-","1","2","1","2","-","-","5","830"
"3723",NA,"Yes - a lot of difficulty","5","1","1","1","3","2","1","1","-","1","4","-","1","3","2","-","-","2","3","2","5","4","1","1","1","2","1","2","-","3","7","2","1","2","-","2","3","4","3","4","2","1","2","1","4","1","3","4","6","1","8","1","1","3","2","3","7","2","3","2","13","7","8","6","2","1","5","8","4","-","5","4","2","3","1","2","-","1","2","-","8","1","1","-","-","1","-","-","-","1","5","229"
"3724",NA,"Yes - cannot walk at all","3","4","2","-","2","1","-","1","1","1","-","-","2","1","1","1","2","-","1","1","1","2","2","2","-","1","1","1","1","-","2","3","1","1","1","-","1","1","1","-","1","-","1","-","1","1","-","-","-","-","1","1","2","1","-","1","2","2","1","1","2","-","1","1","-","3","1","2","1","-","3","-","-","-","-","-","-","-","-","-","1","1","-","-","-","-","-","-","-","-","-","78"
"3725",NA,"Total","428","450","501","568","549","616","595","589","562","519","613","437","560","542","523","498","488","454","585","409","614","394","482","472","413","672","461","447","566","397","704","355","440","361","286","565","435","422","528","371","586","291","383","313","277","490","325","263","371","254","528","230","266","212","192","245","237","156","223","100","327","130","134","129","87","135","78","95","70","29","108","29","32","23","19","39","21","17","26","7","42","7","9","4","3","10","5","8","-","5","23","27464"
"3726",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3727",NA,"AREA # 140101","Kangyidaunt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3729",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3730",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3731",NA,"No - no difficulty","1589","1595","1615","1801","1799","1854","1887","1858","1672","1770","1952","1897","1833","1988","1811","1753","1532","1627","1797","1435","1651","1297","1322","1344","1253","1630","1224","1294","1468","1279","1628","1309","1388","1321","1014","1398","1147","1119","1212","1066","1287","858","1224","977","916","1187","839","857","1040","832","1093","830","917","870","774","1027","723","659","758","606","818","512","451","403","333","389","288","202","182","132","212","103","124","133","144","237","115","85","120","68","99","76","61","65","58","50","26","31","17","18","42","85297"
"3732",NA,"Yes - some difficulty","19","11","16","3","3","4","7","8","5","4","5","5","8","7","7","11","2","5","7","1","5","2","3","2","2","3","5","8","4","8","3","8","9","7","5","10","8","4","5","5","6","11","13","9","7","11","14","9","17","19","26","18","22","26","19","29","17","25","32","21","30","14","30","27","23","14","14","18","15","11","15","8","13","18","14","39","18","17","16","10","26","11","18","16","16","13","9","10","1","1","18","1098"
"3733",NA,"Yes - a lot of difficulty","16","6","2","2","2","2","3","3","1","4","2","1","-","3","2","2","2","2","5","1","1","2","4","1","4","5","1","-","-","-","1","3","-","2","2","3","1","-","-","2","1","3","2","2","3","3","3","3","7","4","3","1","1","6","2","6","9","2","5","7","11","4","7","2","5","7","9","5","2","4","7","4","7","4","3","14","2","3","4","2","7","5","1","5","5","1","5","-","3","1","3","308"
"3734",NA,"Yes - cannot walk at all","6","2","5","1","-","2","1","2","2","3","4","3","3","-","4","1","1","2","2","-","1","2","2","1","2","1","2","1","2","-","2","-","1","1","2","1","2","-","-","1","3","-","3","3","-","-","2","1","1","4","3","2","1","-","2","4","3","1","1","3","8","3","1","4","3","4","-","3","3","1","-","2","1","2","4","4","4","3","-","3","4","3","3","4","3","4","5","2","2","3","3","194"
"3735",NA,"Total","1630","1614","1638","1807","1804","1862","1898","1871","1680","1781","1963","1906","1844","1998","1824","1767","1537","1636","1811","1437","1658","1303","1331","1348","1261","1639","1232","1303","1474","1287","1634","1320","1398","1331","1023","1412","1158","1123","1217","1074","1297","872","1242","991","926","1201","858","870","1065","859","1125","851","941","902","797","1066","752","687","796","637","867","533","489","436","364","414","311","228","202","148","234","117","145","157","165","294","139","108","140","83","136","95","83","90","82","68","45","43","23","23","66","86897"
"3736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3737",NA,"AREA # 140102","Kyaungon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3739",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3740",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3741",NA,"No - no difficulty","1320","1352","1461","1493","1585","1674","1656","1565","1435","1542","1600","1542","1660","1689","1611","1529","1333","1292","1325","1222","1439","1178","1219","1214","1069","1365","1085","1217","1270","1110","1353","1149","1170","1184","942","1439","1044","955","1056","1045","1121","900","1097","966","866","1118","869","816","904","768","989","773","768","872","747","921","749","582","652","573","772","462","458","521","393","415","272","229","196","108","198","129","127","204","159","286","142","109","131","83","128","79","67","62","49","46","24","24","25","18","39","76395"
"3742",NA,"Yes - some difficulty","28","42","27","12","8","8","10","6","7","11","3","4","3","10","6","7","6","8","8","4","7","4","4","6","3","2","5","7","9","7","9","7","11","8","5","14","11","10","10","13","11","15","21","16","14","27","10","15","19","21","29","28","29","27","22","26","32","36","37","38","56","33","29","45","35","42","23","27","10","13","34","18","28","38","31","54","44","25","42","24","42","26","24","25","18","11","12","9","9","6","29","1705"
"3743",NA,"Yes - a lot of difficulty","39","8","5","2","4","3","1","-","2","3","2","1","2","2","4","7","2","1","3","1","-","3","4","3","1","2","1","4","-","1","5","2","-","4","-","1","3","2","4","1","5","1","7","2","6","1","5","4","3","3","11","4","4","7","7","9","5","10","9","4","11","8","6","10","5","7","8","3","4","1","8","3","3","5","8","9","4","5","9","4","7","8","6","3","7","12","4","3","2","-","12","425"
"3744",NA,"Yes - cannot walk at all","6","4","5","2","5","6","3","-","1","1","1","2","1","-","4","3","2","1","1","2","4","-","-","-","1","-","1","-","2","1","2","1","1","2","1","-","-","4","-","-","-","-","2","1","1","4","3","-","1","4","2","2","1","2","1","3","4","4","1","4","5","2","2","6","3","6","2","3","-","1","5","1","2","2","1","16","-","8","4","6","10","3","4","8","4","4","3","-","1","2","6","230"
"3745",NA,"Total","1393","1406","1498","1509","1602","1691","1670","1571","1445","1557","1606","1549","1666","1701","1625","1546","1343","1302","1337","1229","1450","1185","1227","1223","1074","1369","1092","1228","1281","1119","1369","1159","1182","1198","948","1454","1058","971","1070","1059","1137","916","1127","985","887","1150","887","835","927","796","1031","807","802","908","777","959","790","632","699","619","844","505","495","582","436","470","305","262","210","123","245","151","160","249","199","365","190","147","186","117","187","116","101","98","78","73","43","36","37","26","86","78755"
"3746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3747",NA,"AREA # 140103","Kyonpyaw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3749",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3750",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3751",NA,"No - no difficulty","1982","2050","2082","2265","2244","2429","2431","2307","2143","2362","2472","2326","2553","2604","2360","2227","1836","1906","1917","1605","1873","1477","1746","1588","1381","1889","1526","1519","1769","1598","1969","1572","1654","1706","1392","1934","1392","1322","1542","1483","1583","1206","1549","1333","1232","1652","1321","1227","1323","1161","1476","1205","1233","1380","1077","1386","1025","923","888","818","1081","687","625","624","529","599","374","402","255","177","377","198","285","251","218","426","190","187","212","132","204","114","103","97","73","86","53","28","24","19","71","110132"
