"","ECLAC/CELADE Redatam+SP 6/23/2023","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94"
"3831",NA,"Yes - a lot of difficulty","7","3","1","2","-","-","-","-","2","3","-","-","1","2","-","1","-","2","-","1","-","1","-","1","-","-","-","-","-","1","2","-","3","-","1","1","-","-","-","-","-","-","-","-","1","1","1","-","1","4","-","1","1","-","1","-","1","-","1","4","2","2","1","1","3","3","-","2","3","-","-","1","5","-","3","2","3","2","3","-","5","2","4","1","4","4","3","1","1","1","6","120"
"3832",NA,"Yes - cannot walk at all","2","-","1","-","-","-","-","2","1","1","-","-","-","-","-","-","-","-","1","-","1","-","1","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","-","1","-","-","-","-","4","-","-","-","-","-","-","-","-","1","2","-","2","-","1","-","1","1","-","1","2","-","1","2","1","1","1","2","1","3","1","-","1","2","2","-","-","-","3","1","1","-","1","-","2","54"
"3833",NA,"Total","384","411","440","434","444","445","452","468","433","448","399","415","400","428","416","394","319","353","403","356","445","397","377","348","336","443","354","374","389","361","464","355","355","341","272","378","280","258","324","269","302","200","332","268","240","282","233","238","264","199","317","223","223","236","200","244","193","168","155","119","191","102","111","118","87","128","73","66","57","59","90","48","66","45","62","62","42","26","46","17","53","14","22","16","32","19","18","10","12","11","24","21725"
"3834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3835",NA,"AREA # 140155","Ngathaingchaung(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3837",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3838",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3839",NA,"No - no difficulty","692","692","697","774","852","825","887","840","772","812","819","867","868","901","772","782","695","738","773","668","823","706","699","683","622","824","621","655","699","629","780","626","658","701","598","740","557","574","686","622","682","492","669","600","525","686","572","567","626","565","705","556","568","676","507","645","526","489","474","356","570","360","323","336","227","262","195","191","139","84","190","96","126","143","141","227","143","109","114","63","130","62","62","56","46","60","24","25","14","13","40","45286"
"3840",NA,"Yes - some difficulty","10","6","5","3","1","3","3","2","1","1","4","1","1","2","1","-","1","-","-","2","5","2","2","2","-","5","4","3","3","-","4","3","6","1","4","3","2","3","4","2","4","6","4","2","5","3","3","7","8","5","13","16","11","10","11","10","12","13","14","11","23","18","25","23","15","17","8","17","9","8","18","20","16","22","28","36","18","22","32","18","36","12","24","10","21","21","19","11","6","6","23","855"
"3841",NA,"Yes - a lot of difficulty","19","2","2","1","-","2","2","2","-","-","-","-","-","1","2","1","-","1","1","2","1","-","-","-","1","1","2","1","-","-","2","1","1","1","1","1","-","1","-","1","3","-","2","2","-","-","1","1","1","1","1","-","1","1","2","1","2","-","3","2","3","1","3","1","2","4","-","2","-","1","6","5","-","6","4","10","10","2","7","4","5","2","6","4","3","3","2","7","2","4","4","190"
"3842",NA,"Yes - cannot walk at all","3","2","1","-","3","1","2","-","1","-","2","-","-","-","-","1","1","-","-","1","1","-","-","1","2","1","-","-","1","-","-","-","-","-","-","-","-","1","1","-","2","-","1","1","-","1","-","-","-","-","1","-","-","-","-","2","1","-","4","1","2","1","1","1","2","5","-","5","-","1","2","2","-","1","4","6","4","1","2","3","1","5","5","4","3","4","1","2","1","1","9","119"
"3843",NA,"Total","724","702","705","778","856","831","894","844","774","813","825","868","869","904","775","784","697","739","774","673","830","708","701","686","625","831","627","659","703","629","786","630","665","703","603","744","559","579","691","625","691","498","676","605","530","690","576","575","635","571","720","572","580","687","520","658","541","502","495","370","598","380","352","361","246","288","203","215","148","94","216","123","142","172","177","279","175","134","155","88","172","81","97","74","73","88","46","45","23","24","76","46450"
"3844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3845",NA,"AREA # 140201","Kyaiklatt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3847",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3848",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3849",NA,"No - no difficulty","1679","1756","1873","1856","2071","2030","2045","1976","1886","2007","2117","2041","2171","2135","1932","1818","1658","1637","1760","1474","1678","1319","1408","1486","1274","1730","1393","1477","1627","1456","1751","1467","1515","1542","1303","1681","1261","1260","1521","1272","1472","1073","1428","1072","1092","1310","1149","1067","1153","957","1180","916","1016","1136","913","1063","896","782","834","664","838","548","607","568","488","567","433","385","310","234","340","194","190","208","185","321","164","124","178","95","135","89","93","81","62","63","48","38","23","15","49","96189"
"3850",NA,"Yes - some difficulty","15","10","6","8","5","7","5","5","2","5","5","4","4","8","8","4","4","7","8","5","6","6","3","6","7","2","7","6","6","10","11","5","6","8","3","10","13","10","4","11","13","5","15","12","20","17","17","22","19","23","31","19","24","32","23","26","25","25","36","20","46","31","42","46","26","45","46","37","33","19","59","21","30","30","43","74","24","38","38","22","40","33","39","22","28","30","18","10","9","6","33","1707"
"3851",NA,"Yes - a lot of difficulty","6","1","2","4","1","8","2","4","3","1","2","5","6","2","2","2","3","3","2","1","1","1","1","1","2","3","-","3","4","1","2","3","1","2","1","2","-","2","1","1","-","2","1","1","2","2","1","2","1","1","2","2","3","3","3","2","6","3","5","2","4","5","5","8","6","10","6","9","10","4","5","4","9","7","4","17","4","3","10","4","11","5","10","7","15","4","10","6","5","4","16","363"
"3852",NA,"Yes - cannot walk at all","2","3","1","3","4","2","5","1","3","-","1","2","2","1","2","2","2","2","1","-","1","-","1","1","-","1","-","-","-","2","1","1","1","-","-","-","-","-","-","1","-","4","-","1","1","-","2","3","-","2","3","1","1","2","5","5","2","5","2","7","4","2","2","1","2","5","4","7","2","1","3","2","4","7","3","10","9","4","5","5","7","8","6","2","3","8","4","3","3","3","20","244"
"3853",NA,"Total","1702","1770","1882","1871","2081","2047","2057","1986","1894","2013","2125","2052","2183","2146","1944","1826","1667","1649","1771","1480","1686","1326","1413","1494","1283","1736","1400","1486","1637","1469","1765","1476","1523","1552","1307","1693","1274","1272","1526","1285","1485","1084","1444","1086","1115","1329","1169","1094","1173","983","1216","938","1044","1173","944","1096","929","815","877","693","892","586","656","623","522","627","489","438","355","258","407","221","233","252","235","422","201","169","231","126","193","135","148","112","108","105","80","57","40","28","118","98503"
"3854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3855",NA,"AREA # 140202","Daydaye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3857",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3858",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3859",NA,"No - no difficulty","1548","1834","1918","1805","2053","2042","2372","2215","2121","2190","2155","2211","2293","2220","2113","1843","1518","1520","1698","1438","1725","1315","1416","1328","1236","1628","1416","1684","1824","1711","2041","1645","1634","1758","1387","1943","1448","1475","1736","1562","1730","1190","1611","1308","1314","1453","1169","1169","1265","988","1218","916","987","1099","907","1083","841","728","764","695","831","555","633","655","493","568","427","405","313","233","318","168","185","208","202","322","187","132","151","81","137","98","74","91","72","76","54","31","24","21","79","101278"
"3860",NA,"Yes - some difficulty","6","10","5","5","2","7","7","3","7","3","5","4","2","10","3","6","6","4","1","5","9","4","3","4","4","6","2","4","7","10","4","8","4","13","6","11","6","9","3","10","13","2","10","13","12","17","13","17","12","17","25","11","23","34","15","41","27","23","33","29","43","29","37","49","40","52","31","29","34","22","33","22","25","36","42","52","31","21","40","23","41","18","20","23","26","21","11","8","9","5","21","1509"
"3861",NA,"Yes - a lot of difficulty","6","4","1","2","5","6","3","4","2","1","1","1","3","3","2","-","2","1","5","2","-","1","-","1","-","-","1","1","3","-","1","-","1","1","2","-","1","2","2","1","3","2","1","1","4","3","3","1","1","1","2","3","3","4","4","8","5","2","2","7","8","3","6","10","8","4","6","8","4","4","6","5","6","4","5","10","9","5","13","2","3","3","7","5","6","7","10","7","3","2","14","325"
"3862",NA,"Yes - cannot walk at all","12","4","4","3","2","2","6","2","2","2","3","2","1","1","4","-","1","-","4","-","1","1","1","1","-","2","2","-","1","1","1","1","-","-","-","-","1","1","-","-","-","3","1","1","1","-","1","1","2","1","1","2","-","1","2","1","2","-","3","2","1","7","5","4","3","5","3","3","1","2","7","2","2","3","3","4","6","4","3","1","5","3","7","2","3","2","-","1","3","-","11","200"
"3863",NA,"Total","1572","1852","1928","1815","2062","2057","2388","2224","2132","2196","2164","2218","2299","2234","2122","1849","1527","1525","1708","1445","1735","1321","1420","1334","1240","1636","1421","1689","1835","1722","2047","1654","1639","1772","1395","1954","1456","1487","1741","1573","1746","1197","1623","1323","1331","1473","1186","1188","1280","1007","1246","932","1013","1138","928","1133","875","753","802","733","883","594","681","718","544","629","467","445","352","261","364","197","218","251","252","388","233","162","207","107","186","122","108","121","107","106","75","47","39","28","125","103312"
"3864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3865",NA,"AREA # 140203","Phyapon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3867",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3868",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3869",NA,"No - no difficulty","1534","1581","1630","1664","1725","1996","1927","2003","1877","1885","1938","1982","2060","2029","1920","1792","1658","1550","1633","1453","1727","1421","1450","1466","1295","1793","1404","1557","1728","1550","1806","1395","1480","1496","1289","1655","1249","1286","1477","1322","1560","1007","1438","1183","1011","1270","1057","1079","1100","890","1094","805","875","908","817","976","721","655","739","567","710","503","516","555","440","540","311","319","266","172","298","145","150","149","151","231","158","96","147","74","88","70","79","62","52","44","32","38","20","14","61","91926"
"3870",NA,"Yes - some difficulty","14","26","27","21","12","10","11","7","9","14","16","9","14","14","12","11","8","8","4","11","11","10","8","10","12","21","11","15","18","6","15","7","18","19","21","23","14","27","21","30","37","17","25","23","41","49","46","43","28","39","63","27","51","61","63","70","58","47","67","56","66","45","65","73","54","67","44","43","53","37","51","38","41","44","58","84","48","34","44","27","41","32","27","30","23","30","20","16","14","11","26","2772"
"3871",NA,"Yes - a lot of difficulty","8","6","1","2","-","7","1","4","-","-","4","3","1","5","4","-","2","5","-","3","2","2","1","2","1","1","2","1","2","-","2","1","2","-","1","2","-","3","3","3","5","4","4","6","5","6","3","1","1","1","6","7","8","9","7","8","4","6","4","11","7","11","7","17","8","13","2","3","10","3","10","14","12","7","9","18","9","8","16","8","12","13","10","10","13","15","9","6","3","3","22","501"
"3872",NA,"Yes - cannot walk at all","7","4","3","4","4","-","1","1","-","-","-","3","4","1","2","4","1","2","2","7","3","-","2","1","2","-","-","-","1","-","1","-","1","2","2","-","-","-","-","-","1","1","3","-","1","1","1","1","-","2","-","-","1","4","1","4","3","3","3","3","5","3","2","6","3","6","5","3","5","3","7","-","3","2","6","8","2","5","5","6","8","3","3","4","6","5","1","2","4","1","12","232"
"3873",NA,"Total","1563","1617","1661","1691","1741","2013","1940","2015","1886","1899","1958","1997","2079","2049","1938","1807","1669","1565","1639","1474","1743","1433","1461","1479","1310","1815","1417","1573","1749","1556","1824","1403","1501","1517","1313","1680","1263","1316","1501","1355","1603","1029","1470","1212","1058","1326","1107","1124","1129","932","1163","839","935","982","888","1058","786","711","813","637","788","562","590","651","505","626","362","368","334","215","366","197","206","202","224","341","217","143","212","115","149","118","119","106","94","94","62","62","41","29","121","95431"
"3874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3875",NA,"AREA # 140204","Bogale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3877",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3878",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"3879",NA,"No - no difficulty","3050","3203","3338","3720","3968","4033","3461","3418","3299","3295","3433","3268","3406","3449","3229","3015","2531","2743","3023","2575","3230","2431","2480","2521","2417","3040","2462","2657","2864","2512","3245","2432","2444","2494","1994","2815","1984","1990","2325","2084","2468","1653","2240","1816","1774","2145","1770","1593","1781","1383","1811","1267","1303","1502","1214","1525","1165","993","1080","895","1186","798","786","762","585","769","489","499","353","261","393","200","249","256","226","389","173","143","187","82","139","82","89","81","69","85","34","34","24","16","60","156755"
"3880",NA,"Yes - some difficulty","51","58","21","24","22","23","18","17","17","17","23","23","12","19","22","10","22","14","21","15","23","14","18","17","16","19","11","23","20","16","29","23","26","26","23","35","28","18","40","28","47","37","50","59","55","79","71","67","93","71","110","79","104","103","102","146","108","109","113","113","157","129","119","111","91","128","110","114","76","58","88","62","68","61","60","130","80","54","55","39","89","46","44","52","37","51","35","15","19","5","23","4824"
"3881",NA,"Yes - a lot of difficulty","35","17","17","15","6","13","7","19","5","10","7","8","7","9","9","9","4","5","2","7","6","4","1","9","8","8","1","3","3","6","13","4","7","9","1","9","6","5","4","7","7","5","13","8","11","14","7","11","14","10","11","13","13","22","13","26","18","18","18","20","33","21","19","22","21","28","16","23","23","10","31","11","25","19","26","46","20","25","26","15","25","14","21","13","20","21","15","14","12","7","33","1252"
"3882",NA,"Yes - cannot walk at all","27","9","7","7","8","9","7","4","3","3","6","4","3","5","2","2","3","4","5","2","-","3","-","1","3","6","1","2","4","1","2","2","2","2","1","2","4","2","2","2","8","4","-","1","1","2","5","3","3","6","-","7","2","8","2","3","3","7","8","6","11","6","9","9","7","9","3","6","6","8","13","10","9","10","5","14","10","4","10","10","13","10","18","11","14","15","15","9","4","1","18","538"
"3883",NA,"Total","3163","3287","3383","3766","4004","4078","3493","3458","3324","3325","3469","3303","3428","3482","3262","3036","2560","2766","3051","2599","3259","2452","2499","2548","2444","3073","2475","2685","2891","2535","3289","2461","2479","2531","2019","2861","2022","2015","2371","2121","2530","1699","2303","1884","1841","2240","1853","1674","1891","1470","1932","1366","1422","1635","1331","1700","1294","1127","1219","1034","1387","954","933","904","704","934","618","642","458","337","525","283","351","346","317","579","283","226","278","146","266","152","172","157","140","172","99","72","59","29","134","163369"
"3884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3885",NA,"AREA # 140251","Ahmar(ST)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
